Author ID,Author Name,Author Email,Street Address,zipcode
359,Joyce Reardon,JoyceReardon@gmail.com,023 Lakewood Gardens Trail,86514
360,Sidney Sheldon,SidneySheldon@gmail.com,22 Westport Road,29639
361,Christopher Moore,ChristopherMoore@gmail.com,6 Debs Alley,79342
362,Robert Lacey,RobertLacey@gmail.com,70697 Clyde Gallagher Plaza,14472
363,Tim Dorsey,TimDorsey@gmail.com,0 Annamark Circle,47368
364,JODI COMPTON,JODICOMPTON@gmail.com,60 2nd Street,21871
365,Elmore Leonard,ElmoreLeonard@gmail.com,05694 Vahlen Center,12288
366,Lynn Coady,LynnCoady@gmail.com,72072 Eagan Park,03773
367,John Lawton,JohnLawton@gmail.com,54608 Maryland Trail,14032
368,Eileen Yin-Fei Lo,Eileen@gmail.com,5 Heffernan Road,55089
369,Vikram Seth,VikramSeth@gmail.com,584 Debs Center,35653
370,Elizabeth Gaskell,ElizabethGaskell@gmail.com,72530 Muir Plaza,69037
371,Anita Diamant,AnitaDiamant@gmail.com,731 Logan Hill,89173
372,Lauren Haney,LaurenHaney@gmail.com,63427 Oak Valley Way,77275
373,Gerald Stern,GeraldStern@gmail.com,377 Mifflin Plaza,46348
374,Patricia Daniels Cornwell,PatriciaDanielsCornwell@gmail.com,20332 Sycamore Point,25261
375,Martha Grimes,MarthaGrimes@gmail.com,50 Burning Wood Crossing,56661
376,Henry James,HenryJames@gmail.com,91080 Graceland Hill,17519
377,Sarah Orne Jewett,SarahOrneJewett@gmail.com,3 Melody Park,30447
378,William Carlos Williams,WilliamCarlosWilliams@gmail.com,37 Crowley Park,89048
379,Anthony Trollope,AnthonyTrollope@gmail.com,06 Hintze Plaza,35612
380,Harry Kemelman,HarryKemelman@gmail.com,94 Rutledge Terrace,59936
381,Mil Millington,MilMillington@gmail.com,22 Lerdahl Pass,17763
382,Suzanne G. Farnham,SuzanneFarnham@gmail.com,5469 Manitowish Terrace,46556
383,Czeslaw Milosz,CzeslawMilosz@gmail.com,368 Heffernan Center,87022
384,Roberto Juarroz,RobertoJuarroz@gmail.com,91837 Vera Point,20035
385,Emma McLaughlin,EmmaMcLaughlin@gmail.com,106 Delladonna Alley,64686
386,P Coelho,Coelho@gmail.com,9 Northfield Center,32540
387,Elena Ferrante,ElenaFerrante@gmail.com,1 Victoria Avenue,81004
388,Paul Jennings,PaulJennings@gmail.com,82 Milwaukee Court,61953
389,Stephen J. Weininger,StephenWeininger@gmail.com,2344 Mcguire Circle,44682
390,David Steinman,DavidSteinman@gmail.com,528 Fremont Street,73540
391,Alfie Kohn,AlfieKohn@gmail.com,6703 Stephen Lane,16426
392,Paula Polk Lillard,PaulaPolkLillard@gmail.com,88 Southridge Crossing,56425
393,David Lewis,DavidLewis@gmail.com,5 Florence Drive,45326
394,Billie Livingston,BillieLivingston@gmail.com,31 Express Place,62519
395,Adele Lang,AdeleLang@gmail.com,2 Mallard Place,50237
396,Jen Banbury,JenBanbury@gmail.com,6 Bluejay Trail,36532
397,Catherine Coulter,CatherineCoulter@gmail.com,9 Dixon Lane,61701
398,Dominick Dunne,DominickDunne@gmail.com,65931 Atwood Street,28433
399,Clive Cussler,CliveCussler@gmail.com,426 Myrtle Hill,17855
400,Carl Hiaasen,CarlHiaasen@gmail.com,53151 Clyde Gallagher Way,31411
401,Jonathan Safran Foer,JonathanSafranFoer@gmail.com,5 Ruskin Plaza,41763
402,Francesca Marciano,FrancescaMarciano@gmail.com,275 Gateway Terrace,70542
403,JULIA GLASS,JULIAGLASS@gmail.com,5 Cardinal Way,63530
404,Tawni O'Dell,Tawni@gmail.com,7 Thierer Park,39459
405,Jennifer Weiner,JenniferWeiner@gmail.com,5 Jenna Junction,25868
406,Danielle Steel,DanielleSteel@gmail.com,9238 Bartelt Center,24330
407,Russell Banks,RussellBanks@gmail.com,83791 Eliot Pass,97223
408,Samuel Taylor Coleridge,SamuelTaylorColeridge@gmail.com,21 Lighthouse Bay Avenue,29228
409,Bobbie Ann Mason,BobbieAnnMason@gmail.com,9 Valley Edge Lane,55433
410,Karen Robards,KarenRobards@gmail.com,115 Mifflin Drive,55307
411,Emma Lathen,EmmaLathen@gmail.com,325 Garrison Way,92650
412,Faye Kellerman,FayeKellerman@gmail.com,88 School Trail,91899
413,Jacquelyn Mitchard,JacquelynMitchard@gmail.com,695 Everett Plaza,83810
414,JANE SMILEY,JANESMILEY@gmail.com,373 Charing Cross Alley,12432
415,DIANE MOTT DAVIDSON,DIANEMOTTDAVIDSON@gmail.com,6021 Redwing Lane,37871
416,Candace Bushnell,CandaceBushnell@gmail.com,544 Eastwood Way,68044
417,KRISTIN HANNAH,KRISTINHANNAH@gmail.com,9 Toban Center,87112
418,Michael Marshall,MichaelMarshall@gmail.com,86871 Stephen Street,12027
419,Wilbur Smith,WilburSmith@gmail.com,90 Steensland Point,78218
420,Mike Thaler,MikeThaler@gmail.com,6631 Lakewood Gardens Road,46526
421,Michael Slade,MichaelSlade@gmail.com,9 Caliangt Point,52766
422,John Sandford,JohnSandford@gmail.com,6807 Hovde Terrace,24562
423,TAMI HOAG,TAMIHOAG@gmail.com,1 Anthes Park,49052
424,Ted Dekker,TedDekker@gmail.com,7974 Farwell Plaza,07041
425,Angela Elwell Hunt,AngelaElwellHunt@gmail.com,1132 Veith Drive,79788
426,C. S. Lewis,Lewis@gmail.com,6 Walton Park,49420
427,William Eisner,WilliamEisner@gmail.com,368 Lighthouse Bay Lane,19487
428,Robin Cook,RobinCook@gmail.com,573 Fair Oaks Parkway,59345
429,E. LYNN HARRIS,LYNNHARRIS@gmail.com,149 Lakewood Gardens Parkway,87521
430,Linda Goodman,LindaGoodman@gmail.com,6142 Troy Road,08055
431,ANNE RICE,ANNERICE@gmail.com,5901 Banding Alley,43940
432,Anne Rice,AnneRice@gmail.com,7777 Rowland Circle,24314
433,Judith Rossner,JudithRossner@gmail.com,9831 Stephen Point,14529
434,Marilyn French,MarilynFrench@gmail.com,2645 Reindahl Trail,72035
435,Wayne W. Dyer,WayneDyer@gmail.com,39737 Darwin Crossing,06107
436,Armistead Maupin,ArmisteadMaupin@gmail.com,02751 Helena Lane,71235
437,Julie Morgenstern,JulieMorgenstern@gmail.com,92970 Twin Pines Drive,85032
438,Peter Straub,PeterStraub@gmail.com,39390 Marquette Way,40245
439,Jack,Jack@gmail.com,2663 Kenwood Drive,26714
440,Barbara Taylor Bradford,BarbaraTaylorBradford@gmail.com,0 Rieder Place,30238
441,Lisa Jackson,LisaJackson@gmail.com,4 Mockingbird Alley,20195
442,SHARYN MCCRUMB,SHARYNMCCRUMB@gmail.com,9590 Vernon Point,57045
443,Cokie Roberts,CokieRoberts@gmail.com,9 Farmco Trail,72389
444,Shana Corey,ShanaCorey@gmail.com,10 Daystar Road,14826
445,Justine Korman,JustineKorman@gmail.com,45 Alpine Crossing,85321
446,PATRICIA REILLY GIFF,PATRICIAREILLYGIFF@gmail.com,647 Hauk Hill,17545
447,Beverly Cleary,BeverlyCleary@gmail.com,21880 Waubesa Parkway,22552
448,K. A. Applegate,Applegate@gmail.com,0 Texas Junction,30633
449,Jane Yolen,JaneYolen@gmail.com,7288 Kings Court,38055
450,Dinah L. Moche,DinahMoche@gmail.com,10223 Dryden Circle,39092
451,Marvin Miller,MarvinMiller@gmail.com,5 Marquette Plaza,63445
452,Mercedes Lackey,MercedesLackey@gmail.com,818 Pond Park,74159
453,Dorothy Gilman,DorothyGilman@gmail.com,2 Basil Way,10126
454,Moveon,Moveon@gmail.com,186 Trailsway Lane,50525
455,Christopher Finch,ChristopherFinch@gmail.com,88 Vahlen Plaza,81001
456,Julia Spencer-Fleming,Julia@gmail.com,85632 Weeping Birch Parkway,38012
457,Fannie Flagg,FannieFlagg@gmail.com,315 American Ash Avenue,55339
458,Laura Ingall Wilder,LauraIngallWilder@gmail.com,50158 Cardinal Point,23093
459,LISA GARDNER,LISAGARDNER@gmail.com,068 Chive Trail,47532
460,Gertrude Chandler Warner,GertrudeChandlerWarner@gmail.com,0 Bultman Place,40481
461,Lynn S. Hightower,LynnHightower@gmail.com,4 Steensland Pass,72921
462,Sharyn McCrumb,SharynMcCrumb@gmail.com,96868 Springview Pass,79379
463,Eric Schlosser,EricSchlosser@gmail.com,98 Farragut Drive,67118
464,Suzanne Brockmann,SuzanneBrockmann@gmail.com,0 Briar Crest Park,33684
465,Gail Carson Levine,GailCarsonLevine@gmail.com,82099 Ludington Pass,96678
466,FRANCES KUFFEL,FRANCESKUFFEL@gmail.com,43479 Crowley Junction,71276
467,Susan Conant,SusanConant@gmail.com,154 Loeprich Road,32538
468,DAVID SCHICKLER,DAVIDSCHICKLER@gmail.com,2 Grim Plaza,46978
469,Judith McNaught,JudithMcNaught@gmail.com,10 Twin Pines Lane,13786
470,Janet Evanovich,JanetEvanovich@gmail.com,5019 Bashford Hill,47591
471,Sylvia Plath,SylviaPlath@gmail.com,9 Bayside Plaza,20235
472,Fern Michaels,FernMichaels@gmail.com,33074 Transport Pass,75232
473,Betsy Byars,BetsyByars@gmail.com,6910 Dorton Point,98032
474,Bruce Sterling,BruceSterling@gmail.com,91 International Circle,50559
475,Sarah Ban Breathnach,SarahBanBreathnach@gmail.com,07 Artisan Pass,90507
476,Alice Hoffman,AliceHoffman@gmail.com,4717 Pawling Drive,25617
477,Lisa Scottoline,LisaScottoline@gmail.com,4 Arizona Way,01731
478,Spencer Johnson,SpencerJohnson@gmail.com,57 Towne Hill,33031
479,Ian McEwan,IanMcEwan@gmail.com,28 Thompson Way,41538
480,David Feldman,DavidFeldman@gmail.com,3173 Superior Terrace,33778
481,Richard Bausch,RichardBausch@gmail.com,48273 Granby Lane,37132
482,Katie Fforde,KatieFforde@gmail.com,760 Orin Road,56116
483,James Burke,JamesBurke@gmail.com,66 Springview Point,66738
484,Bliss Broyard,BlissBroyard@gmail.com,9567 Dayton Alley,29073
485,Sara Paretsky,SaraParetsky@gmail.com,34058 Northland Hill,03051
486,Charles Webb,CharlesWebb@gmail.com,855 Knutson Circle,65777
487,Elizabeth Benedict,ElizabethBenedict@gmail.com,445 Sunbrook Trail,48092
488,Henry Miller,HenryMiller@gmail.com,8801 Little Fleur Parkway,50110
489,David Whyte,DavidWhyte@gmail.com,20383 Esker Junction,13251
490,Martha Beck,MarthaBeck@gmail.com,36730 Ohio Hill,07091
491,Desmond Mpilo Tutu,DesmondMpiloTutu@gmail.com,18354 Mallory Point,02071
492,Kris Shepard,KrisShepard@gmail.com,2 Monument Trail,78642
493,Jack Kerouac,JackKerouac@gmail.com,87 Coolidge Drive,71073
494,Martin Buber,MartinBuber@gmail.com,309 Boyd Center,75189
495,NiccolÃ² Machiavelli,Machiavelli@gmail.com,8826 Vera Point,51546
496,Paul Monette,PaulMonette@gmail.com,017 Vermont Point,43547
497,Ernest Hemingway,ErnestHemingway@gmail.com,575 Towne Pass,94042
498,Melody Carlson,MelodyCarlson@gmail.com,9 2nd Park,20416
499,Alisa Kwitney,AlisaKwitney@gmail.com,27581 Lake View Court,76195
500,Billie Letts,BillieLetts@gmail.com,29945 Crescent Oaks Junction,08559
501,Melissa Bank,MelissaBank@gmail.com,929 Dennis Trail,97202
502,Rena Kornreich Gelissen,RenaKornreichGelissen@gmail.com,12486 Reindahl Street,82070
503,Moon Unit Zappa,MoonUnitZappa@gmail.com,1 Hazelcrest Junction,96693
504,Ted Mooney,TedMooney@gmail.com,3 Morningstar Parkway,25832
505,Susan Wiggs,SusanWiggs@gmail.com,438 Bunting Circle,11794
506,Gwyn Hyman Rubio,GwynHymanRubio@gmail.com,17 Bay Center,55990
507,Elisabeth Robinson,ElisabethRobinson@gmail.com,8 Marquette Avenue,62857
508,Audrey Niffenegger,AudreyNiffenegger@gmail.com,6493 Prairieview Place,21061
509,Tim Farrington,TimFarrington@gmail.com,11924 Talisman Place,12464
510,Chaim Potok,ChaimPotok@gmail.com,30412 Fulton Junction,74350
511,Scott Spencer,ScottSpencer@gmail.com,32930 Lillian Center,93620
512,V. S. Naipaul,Naipaul@gmail.com,53 Meadow Valley Lane,02052
513,V.S. Naipaul,Naipaul@gmail.com,389 Mendota Park,08691
514,Jean Giono,JeanGiono@gmail.com,9123 Bellgrove Crossing,62078
515,Alain-Fournier,@gmail.com,31299 Columbus Street,57262
516,Erich Maria Remarque,ErichMariaRemarque@gmail.com,9084 Florence Street,97051
517,Lewis,Lewis@gmail.com,57703 Westport Way,19073
518,Rene Barjavel,ReneBarjavel@gmail.com,692 Stephen Park,76858
519,Alexandra David-NÃ?Â©el,Alexandra@gmail.com,9490 Meadow Valley Point,24941
520,C. Baudelaire,Baudelaire@gmail.com,94511 Pawling Park,19468
521,Emile Zola,EmileZola@gmail.com,4341 Emmet Plaza,83870
522,Pergaud,Pergaud@gmail.com,3318 Fair Oaks Avenue,13041
523,Collectif,Collectif@gmail.com,91756 Texas Pass,14051
524,Sten Nadolny,StenNadolny@gmail.com,58559 Monica Alley,80293
525,Jack Higgins,JackHiggins@gmail.com,7994 Susan Park,17529
526,Max Allan Collins,MaxAllanCollins@gmail.com,84 Burrows Point,96620
527,David Guterson,DavidGuterson@gmail.com,26867 Coolidge Park,68843
528,Bernhard Schlink,BernhardSchlink@gmail.com,0020 Oneill Lane,42352
529,Eric Jerome Dickey,EricJeromeDickey@gmail.com,92562 Oak Valley Road,00966
530,Patricia Gaffney,PatriciaGaffney@gmail.com,10497 Anzinger Court,98639
531,Richard Paul Evans,RichardPaulEvans@gmail.com,33 Paget Avenue,85730
532,Marc Levy,MarcLevy@gmail.com,911 Lerdahl Alley,75481
533,Laney Katz Becker,LaneyKatzBecker@gmail.com,8649 Barnett Court,63630
534,VLADIMIR NABOKOV,VLADIMIRNABOKOV@gmail.com,1 Warbler Court,63137
535,Jennifer Lauck,JenniferLauck@gmail.com,549 Oak Valley Alley,55354
536,Joe Keenan,JoeKeenan@gmail.com,356 Bunting Avenue,56088
537,Jeanne Ray,JeanneRay@gmail.com,58 Kingsford Court,29697
538,Tony Parsons,TonyParsons@gmail.com,36470 Ridge Oak Lane,33429
539,Jane McCafferty,JaneMcCafferty@gmail.com,4052 Moulton Terrace,83728
540,Laura Esquivel,LauraEsquivel@gmail.com,3 Sauthoff Drive,71953
541,J.R.R. TOLKIEN,TOLKIEN@gmail.com,89337 Gerald Alley,80830
542,Venise T. Berry,VeniseBerry@gmail.com,50284 Badeau Court,98508
543,Jan Karon,JanKaron@gmail.com,16360 Crest Line Circle,77048
544,Cormac McCarthy,CormacMcCarthy@gmail.com,146 Eastwood Point,40874
545,Travis Thrasher,TravisThrasher@gmail.com,48 Kenwood Terrace,47856
546,John McEnroe,JohnMcEnroe@gmail.com,9 Anthes Circle,50845
547,Sally Mandel,SallyMandel@gmail.com,4 Rutledge Parkway,62269
548,Linda Lay Shuler,LindaLayShuler@gmail.com,2601 Dunning Point,67123
549,Janet Dailey,JanetDailey@gmail.com,70561 Ludington Hill,89442
550,Claude Lanzmann,ClaudeLanzmann@gmail.com,80 Nobel Circle,64848
551,Lemony Snicket,LemonySnicket@gmail.com,27 Riverside Avenue,11947
552,Matthew Thomas,MatthewThomas@gmail.com,73 Sutherland Alley,88221
553,Boris Vian,BorisVian@gmail.com,16 Tomscot Point,52624
554,Hubert Selby,HubertSelby@gmail.com,1 Sommers Plaza,11798
555,Jacob Weisberg,JacobWeisberg@gmail.com,1185 Fairview Point,85065
556,David Lodge,DavidLodge@gmail.com,053 International Pass,49760
557,Judy Hamilton,JudyHamilton@gmail.com,3 Fremont Trail,44036
558,Philip Ardagh,PhilipArdagh@gmail.com,2202 Hanson Drive,97604
559,Iain Banks,IainBanks@gmail.com,931 Homewood Center,98107
560,David Crombie,DavidCrombie@gmail.com,9 Redwing Parkway,29689
561,John Steinbeck,JohnSteinbeck@gmail.com,33 Donald Terrace,38856
562,Richard Brassey,RichardBrassey@gmail.com,5458 Meadow Vale Avenue,14784
563,Jean Van Hamme,JeanVanHamme@gmail.com,44219 Lunder Pass,56211
564,R. W. Holder,Holder@gmail.com,30 Laurel Alley,34081
565,Bernard Werber,BernardWerber@gmail.com,1 Superior Crossing,42130
566,Andy Sloss,AndySloss@gmail.com,9 Rowland Circle,26610
567,ALLAN ZOLA KRONZEK,ALLANZOLAKRONZEK@gmail.com,4147 Ludington Street,72928
568,Charles L. Squire,CharlesSquire@gmail.com,12999 Mockingbird Hill,79546
569,Gordon Jarvie,GordonJarvie@gmail.com,75 Pearson Park,48504
570,Alan Spence,AlanSpence@gmail.com,7 Pine View Center,04756
571,Alan Alexander Milne,AlanAlexanderMilne@gmail.com,76 Basil Drive,70503
572,Elizabeth Strout,ElizabethStrout@gmail.com,5 Carpenter Avenue,78216
573,David Sedaris,DavidSedaris@gmail.com,1857 Cambridge Circle,73532
574,Leslie Feinberg,LeslieFeinberg@gmail.com,98 Bay Plaza,23947
575,Chris Anne Wolfe,ChrisAnneWolfe@gmail.com,56320 Vernon Terrace,50220
576,Lauren Sanders,LaurenSanders@gmail.com,8 Briar Crest Lane,92197
577,Gael Baudino,GaelBaudino@gmail.com,91 Buena Vista Center,47848
578,Lauren Maddison,LaurenMaddison@gmail.com,99957 Oneill Place,27920
579,Carol Anshaw,CarolAnshaw@gmail.com,53 Prairie Rose Point,32257
580,Jean Stewart,JeanStewart@gmail.com,78282 Bonner Hill,15078
581,Emma Donoghue,EmmaDonoghue@gmail.com,1 Starling Pass,94284
582,Deborah McDowell,DeborahMcDowell@gmail.com,009 Valley Edge Plaza,48073
583,Karen X. Tulchinsky,KarenTulchinsky@gmail.com,596 Union Court,83311
584,Jill Thompson,JillThompson@gmail.com,58 Bonner Road,15312
585,Jody Seay,JodySeay@gmail.com,7 Huxley Place,50544
586,Manda Scott,MandaScott@gmail.com,5 Armistice Center,33449
587,Jeff Foxworthy,JeffFoxworthy@gmail.com,333 Jana Parkway,11735
588,Terry Brooks,TerryBrooks@gmail.com,245 Becker Drive,85363
589,A.C. Crispin,Crispin@gmail.com,9 Clarendon Park,72339
590,A. C. Crispin,Crispin@gmail.com,6 Shasta Road,19102
591,Madelyn Arnold,MadelynArnold@gmail.com,796 Lotheville Park,14469
592,Tamora Pierce,TamoraPierce@gmail.com,45 Becker Street,23083
593,Carolyn Chute,CarolynChute@gmail.com,18 Mcguire Terrace,12072
594,Sara Orwig,SaraOrwig@gmail.com,475 Bunker Hill Alley,57366
595,Melisa Michaels,MelisaMichaels@gmail.com,35 Anniversary Way,02840
596,Isobel Bird,IsobelBird@gmail.com,62844 Main Street,50570
597,Frederik Pohl,FrederikPohl@gmail.com,18 Leroy Park,52350
598,VONDA MCINTYRE,VONDAMCINTYRE@gmail.com,25 Waubesa Park,17506
599,John Varley,JohnVarley@gmail.com,27 Grim Parkway,08087
600,Nancy Garden,NancyGarden@gmail.com,123 Dayton Point,30548
601,Nicola Griffith,NicolaGriffith@gmail.com,94 Pleasure Plaza,31821
602,Julie Campbell,JulieCampbell@gmail.com,81 Havey Parkway,99139
603,LEE SMITH,LEESMITH@gmail.com,693 Acker Court,64090
604,JACQUELINE WOODSON,JACQUELINEWOODSON@gmail.com,324 Nobel Crossing,74459
605,Jacqueline Woodson,JacquelineWoodson@gmail.com,1 Gina Lane,04415
606,Pat Head Summitt,PatHeadSummitt@gmail.com,073 7th Crossing,65607
607,Richard Belzer,RichardBelzer@gmail.com,7851 Westport Road,70663
608,Nick Hornby,NickHornby@gmail.com,08558 Almo Plaza,72638
609,Andrew L. Johnson,AndrewJohnson@gmail.com,99 Knutson Street,26451
610,Marian Babson,MarianBabson@gmail.com,8 Dryden Place,35565
611,W. Michael Gear,MichaelGear@gmail.com,9874 Monica Junction,79548
612,Peter Hoeg,PeterHoeg@gmail.com,31 Wayridge Court,65026
613,Erma Bombeck,ErmaBombeck@gmail.com,1 Elmside Drive,23943
614,E. L. Doctorow,Doctorow@gmail.com,5517 Commercial Junction,72651
615,Simon Schama,SimonSchama@gmail.com,0953 North Way,71367
616,Frank Waters,FrankWaters@gmail.com,9430 Sachs Place,58405
617,Karen Hesse,KarenHesse@gmail.com,72 Tennessee Lane,14111
618,Kenneth Oppel,KennethOppel@gmail.com,214 Stang Crossing,83687
619,Carol Ryrie Brink,CarolRyrieBrink@gmail.com,8450 Eastlawn Plaza,87044
620,Shelly R. Roberts,ShellyRoberts@gmail.com,3 Logan Terrace,71133
621,Diane Duane,DianeDuane@gmail.com,90 Cordelia Lane,17201
622,Carolee Brockmann,CaroleeBrockmann@gmail.com,3966 Lukken Pass,12989
623,Rachel Roberts,RachelRoberts@gmail.com,27 Pankratz Park,55588
624,Lensey Namioka,LenseyNamioka@gmail.com,7 Bartillon Place,12978
625,Jackie Eileen Behrend,JackieEileenBehrend@gmail.com,1315 Ridgeway Street,49548
626,Andrew Clements,AndrewClements@gmail.com,12 Blaine Point,71720
627,LOIS LOWRY,LOISLOWRY@gmail.com,1231 Bayside Parkway,37853
628,Paul Hattaway,PaulHattaway@gmail.com,51949 Jenifer Parkway,95532
629,Alain Stella,AlainStella@gmail.com,8 Farragut Circle,96764
630,Patricia Highsmith,PatriciaHighsmith@gmail.com,0 Fallview Terrace,75109
631,Stephen Donaldson,StephenDonaldson@gmail.com,1600 Spaight Road,43227
632,STEPHEN R. DONALDSON,STEPHENDONALDSON@gmail.com,4594 Kropf Lane,04983
633,Ellen Rimbauer,EllenRimbauer@gmail.com,257 Sugar Hill,51563
634,John Borneman,JohnBorneman@gmail.com,2103 Merry Pass,35016
635,ROBERT S. MCELVAINE,ROBERTMCELVAINE@gmail.com,961 Crowley Park,15317
636,Bram Stoker,BramStoker@gmail.com,06371 Cascade Junction,68001
637,Michael A. Stackpole,MichaelStackpole@gmail.com,419 Ridgeview Point,43925
638,Langston Hughes,LangstonHughes@gmail.com,60 Johnson Drive,64084
639,Carole Matthews,CaroleMatthews@gmail.com,39606 Arapahoe Park,26260
640,Jacqueline L. Tobin,JacquelineTobin@gmail.com,37 Melrose Center,49287
641,Marion Zimmer Bradley,MarionZimmerBradley@gmail.com,87783 Corry Lane,61863
642,Andrei Codrescu,AndreiCodrescu@gmail.com,96535 Merry Street,80612
643,Carolyne Aarsen,CarolyneAarsen@gmail.com,65 Thompson Center,85532
644,Louis L'Amour,Louis@gmail.com,13 Village Green Court,67004
645,Anthony J Alessandra,AnthonyAlessandra@gmail.com,7 Columbus Pass,62533
646,Charles R. Swindoll,CharlesSwindoll@gmail.com,769 Spohn Hill,63545
647,Orson Scott Card,OrsonScottCard@gmail.com,08 Almo Point,76370
648,V. A Howard,Howard@gmail.com,3025 Union Alley,19148
649,Kate Chopin,KateChopin@gmail.com,20 Bobwhite Hill,60130
650,Donald Merriam Allen,DonaldMerriamAllen@gmail.com,1 Ilene Center,53139
651,William Maples,WilliamMaples@gmail.com,3 Rutledge Alley,72331
652,Richard Peck,RichardPeck@gmail.com,14 Oxford Center,16619
653,Michael Connelly,MichaelConnelly@gmail.com,998 Reinke Point,72460
654,John T. Lescroart,JohnLescroart@gmail.com,94111 Darwin Lane,32722
655,John Jakes,JohnJakes@gmail.com,54 Clove Lane,50551
656,Alice McDermott,AliceMcDermott@gmail.com,5306 Becker Lane,52756
657,Hilary Bailey,HilaryBailey@gmail.com,5 Shelley Road,59323
658,Howard Fast,HowardFast@gmail.com,672 Montana Road,79908
659,Jessica Fletcher,JessicaFletcher@gmail.com,808 Utah Hill,83404
660,RICHARD NORTH PATTERSON,RICHARDNORTHPATTERSON@gmail.com,3 Hoepker Alley,72354
661,Eileen Goudge,EileenGoudge@gmail.com,66575 Eastlawn Court,60959
662,DANIELLE STEEL,DANIELLESTEEL@gmail.com,2499 Acker Point,25725
663,Arnette Lamb,ArnetteLamb@gmail.com,6 Bobwhite Court,15870
664,WALTER CRONKITE,WALTERCRONKITE@gmail.com,74 Hudson Way,50240
665,Tom Mula,TomMula@gmail.com,0768 Donald Parkway,17922
666,Lois Faye Dyer,LoisFayeDyer@gmail.com,43 Dwight Alley,61459
667,Sharon Lamb,SharonLamb@gmail.com,40167 Nobel Junction,29652
668,Sir Arthur Conan Doyle,SirArthurConanDoyle@gmail.com,832 Schiller Junction,62348
669,AGATHA CHRISTIE,AGATHACHRISTIE@gmail.com,8 Michigan Park,89510
670,Mark Cohen,MarkCohen@gmail.com,85626 Sachtjen Plaza,44903
671,Sherry Shahan,SherryShahan@gmail.com,6639 Hoard Crossing,36460
672,Helen Myers,HelenMyers@gmail.com,9216 Starling Lane,90084
673,Irving. Adler,Adler@gmail.com,931 Tony Alley,61014
674,Elizabeth Peters,ElizabethPeters@gmail.com,74796 Nancy Circle,98275
675,Shirlee Busbee,ShirleeBusbee@gmail.com,29 Nelson Court,30119
676,EMILY BRONTE,EMILYBRONTE@gmail.com,250 Michigan Crossing,92191
677,Frank E. Peretti,FrankPeretti@gmail.com,81 Marcy Junction,66901
678,John A. Keel,JohnKeel@gmail.com,3 Waywood Plaza,02893
679,Stefanie Scott,StefanieScott@gmail.com,42 Hollow Ridge Plaza,30547
680,Rebecca Winters,RebeccaWinters@gmail.com,750 Superior Drive,33484
681,Mary-Kate,@gmail.com,1315 Hanover Point,72027
682,Ashley Olsen,AshleyOlsen@gmail.com,9595 Mitchell Circle,44709
